Title	Author	Description	Content	Published At	URL
What time do polls open on Election Day? Here's what to know for all 50 states	Gabe Hauari and George Fabe Russell, USA TODAY	Here's what you need to know about what time polls open on Election Day in your state before you leave to go vote.	Election Day is upon us, as Americans will head to the polls on Tuesday, Nov. 5 to cast their vote in the presidential race between former President Donald Trump and Vice President Kamala Harris, as … [+3519 chars]	2024-11-04T14:19:40Z	https://www.usatoday.com/story/news/politics/elections/2024/11/04/what-time-polls-open-election-day-2024/75937530007/
Officials prepare for protests and possible violence on Election Day | The Excerpt	Taylor Wilson, USA TODAY	Plus: New polls show mixed results in battleground states. | The importance of college voters | Dia de Los Muertos is here. | It's all on The Excerpt.	On Fridays episode of The Excerpt podcast (first released on November 1, 2024): USA TODAY Senior National Political Correspondent Sarah D. Wire discusses preparations ahead of Tuesday at election off… [+13451 chars]	2024-11-12T00:33:32Z	https://www.usatoday.com/story/news/politics/2024/11/11/prepare-protests-election-day-the-excerpt/75994757007/
Stephen A. Smith's face at Sean Hannity after Donald Trump rant became an instant meme	Charles Curtis	A new meme is born.	"Wake up, there’s a new Stephen A. Smith meme to add to the large pile of them (just don’t pronounce it “mee-mee” like he once did).
This one came during an appearance with Sean Hannity on Fox News i… [+1388 chars]"	2024-10-25T11:52:57Z	https://ftw.usatoday.com/2024/10/stephen-a-smith-sean-hannity-donald-trump-meme
Steve Kerr delivered a cheeky MAGA joke about Warriors after Donald Trump won the election	Charles Curtis	Steve Kerr wasn't subtle about this one.	"It’s no secret that Golden State Warriors head coach Steve Kerr is no fan of Donald Trump.
He’s been outspoken about politics for so many years. And that was the same on Wednesday after Trump won Tu… [+971 chars]"	2024-11-07T12:23:19Z	https://ftw.usatoday.com/2024/11/steve-kerr-maga-donald-trump-election-warriors
Nick Bosa crashed a postgame interview to make Donald Trump statement	Charles Curtis	Nick Bosa once again made a political statement.	"Nick Bosa’s political leanings are nothing new.
In 2019, he deleted pro-Donald Trump social media posts. He was critical of Colin Kaepernick. What’s more, he was caught hitting the “like” button on … [+606 chars]"	2024-10-28T11:49:47Z	https://ftw.usatoday.com/2024/10/nick-bosa-maga-hat-donald-trump-49ers
Opinion: I asked Mark Cuban why he has gone all in for Harris. Here's what he told me.	USA TODAY Opinion	I asked Mark Cuban why he supports Kamala Harris and why he is at war with another Texas billionaire, SpaceX and Tesla CEO Elon Musk.	"Mark Cuban might make a good president someday, but he hasn't ventured far into politics.
At least, until this year.
The part owner of the NBA Dallas Mavericks and a ""Shark Tank"" investor isn't exa… [+8513 chars]"	2024-10-29T08:02:38Z	https://www.usatoday.com/story/opinion/columnist/2024/10/29/why-mark-cuban-supports-kamala-harris/75790293007/
SNL Weekend Update somehow made a Bronny James joke about Donald Trump's win	Charles Curtis	We promise, it makes actual sense.	"Of course the Weekend Update segment on Saturday Night Live this week — hosted by Bill Burr — was going to deal with the 2024 presidential election, as the cold open did.
And wouldn’t you know it? T… [+444 chars]"	2024-11-10T12:47:03Z	https://ftw.usatoday.com/2024/11/snl-weekend-update-donald-trump-bronny-james
SNL cold open about the election includes Dana Carvey as Elon Musk	Charles Curtis	This is how SNL dealt with the election.	"How would Saturday Night Live deal with the recent presidential election results when they spend many a show mocking Donald Trump.
The answer is in the cold open from Saturday’s show hosted by Bill … [+396 chars]"	2024-11-10T12:24:50Z	https://ftw.usatoday.com/2024/11/snl-cold-open-donald-trump-election-elon-musk
Could housing wealth in swing states sway 2024 election? What 'homevoter hypothesis' says	USA TODAY	Homeowners in all seven swing states accumulated housing wealth at a higher rate than homeowners across the US since 2020.	"With little more than a week until Election Day, Kevin Gandy in Loganville, Georgia, still hasnt decided who he'll support for president.
Gandy, 52, says hes worried about the slowing but still-high… [+10864 chars]"	2024-10-26T09:01:39Z	https://www.usatoday.com/story/news/politics/elections/2024/10/26/housing-wealth-median-home-swing-states/75558219007/
LeBron James posted a heartfelt message to his daughter after the presidential election	Bryan Kalbrosky	LeBron spoke with love about his daughter.	"As the entire NBA took Tuesday off for Election Day in the United States and the results poured in, it took time for many folks to digest the news.
Even though sports is likely not on the mind of ma… [+738 chars]"	2024-11-06T17:41:11Z	https://ftw.usatoday.com/2024/11/lebron-james-donald-trump-instagram-reaction-zhuri
Reports: Donald Trump to appear on Joe Rogan's podcast as election draws near	Nolan King	"Donald Trump and Joe Rogan will sit down in Austin, Texas this Friday for a taping of ""The Joe Rogan Experience."""	"Former U.S. president and republican presidential nominee Donald Trump will appear on the wildly popular “Joe Rogan Experience” podcast, according to reports.
Various media outlets, including NBC Ne… [+1881 chars]"	2024-10-22T21:10:34Z	https://mmajunkie.usatoday.com/2024/10/donald-trump-joe-rogan-experience-podcast-appearance
Video: Mark Cuban, Dana White verbally spar over Kamala Harris vs. Donald Trump ahead of election	Nolan King	Less than a week until Election Day, Mark Cuban and Dana White argued over the records of presidential candidates Kamala Harris and Donald Trump.	"With Election Day less than one week away, all eyes and ears are on the political discourse happening in the U.S.
One debate that took place Wednesday night in front of a national television audienc… [+1010 chars]"	2024-10-31T12:50:43Z	https://mmajunkie.usatoday.com/2024/10/donald-trump-kamala-harris-dana-white-mark-cuban-election-debate-video
Did Nick Bosa's MAGA hat violate NFL rules? Here's an answer.	Charles Curtis	Could Nick Bosa get disciplined by the NFL for his hat?	Nick Bosa crashed his San Francisco 49ers teammate’s postgame interview on Sunday night to make a Donald Trump statement with his “Make America Great Again” hat, although he didn’t back it up with mu… [+817 chars]	2024-10-29T11:21:01Z	https://ftw.usatoday.com/2024/10/nick-bosa-maga-hat-nfl-rules-fine-suspension
Why Jayden Daniels' injury is bad news for Kamala Harris' presidential election bid	Prince J. Grimes	Kamala Harris might need Jayden Daniels to tough it out.	"The list of parties interested in the health of Washington Commanders rookie Jayden Daniels will be unusually large this week ahead of a meeting with the Chicago Bears.
When a player of Daniels’ sta… [+2288 chars]"	2024-10-22T18:50:29Z	https://ftw.usatoday.com/2024/10/jayden-daniels-commanders-bears-kamala-harris-election
Retired NFL lineman Russell Okung waited 4 years to dunk on his Bitcoin haters	Blake Schuster	Russell Okung started posting like a wide receiver now that he's paid like one.	Almost exactly four years ago, then-Carolina Panthers offensive lineman Russell Okung took half of his $13 million salary for the 2020 season and had his employer deposit the money into a crypto prod… [+4013 chars]	2024-11-12T20:53:29Z	https://ftw.usatoday.com/2024/11/nfl-russell-okung-bitcoin-contract-receipts
Nick Bosa is a coward who is afraid to back up wearing a MAGA hat with words	Mike D. Sykes	Nick Bosa doesn't deserve your respect.	This is For The Wins daily newsletter, The Morning Win. Did a friend recommend or forward this to you? If so, subscribe here. Have feedback? Leave your questions, comments and concerns through this b… [+6829 chars]	2024-10-28T15:22:22Z	https://ftw.usatoday.com/2024/10/nick-bosa-maga-hat-trump-49ers
It's hard to write about sports today.	Mike D. Sykes	These are the toughest times.	This is For The Wins daily newsletter, The Morning Win. Did a friend recommend or forward this to you? If so, subscribe here. Have feedback? Leave your questions, comments and concerns through this b… [+4493 chars]	2024-11-06T14:58:05Z	https://ftw.usatoday.com/2024/11/election-sports
President Donald Trump to attend Week 7 game, Steelers make statement	Andrew Vasquez	The Pittsburgh Steelers made a statement on President Donald Trump and his Secret Servicd attending their Week 7 contest.	"The Pittsburgh Steelers have issued a statement on social media regarding President Donald Trump attending the Week 7 Sunday Night Football game.
The Pittsburgh Steelers stated that the team is work… [+876 chars]"	2024-10-20T00:52:14Z	https://steelerswire.usatoday.com/2024/10/19/president-donald-trump-pittsburgh-steelers-week-7-news-sports-acrisure-stadium-secret-service-nfl/
Biden says 'giving up is unforgivable' after Trump's election win	Joey Garrison	"President Biden vowed Thursday to ensure a ""peaceful transfer of power"" following Donald Trump's decisive victory in 2024 election."	"WASHINGTON President Joe Biden vowed Thursday he will ensure a peaceful transfer of power following President-elect Donald Trump's resounding election victory and told his supporters ""a defeat does n… [+4704 chars]"	2024-11-07T17:13:10Z	https://www.usatoday.com/story/news/politics/elections/2024/11/07/president-biden-rose-garden-speech-trump-election/76108284007/
Elon Musk daily $1 million payouts at Trump rally draw legal scrutiny	Jarrett Renshaw	Elon Musk promised to give away $1 million each day until November's election to someone who signs his online petition, with the first prize awarded at a PAC event supporting Donald Trump.	Billionaire Elon Musk promised on Saturday to give away $1 million each day until November's election to someone who signs his online petition, with the first prize awarded at a PAC event supporting … [+2983 chars]	2024-10-20T18:08:31Z	https://www.usatoday.com/story/news/politics/elections/2024/10/20/elon-musk-donald-trump-rally-legal-scrutiny/75766213007/
Elon Musk $1 million giveaway, election petition garner DOJ warning	Josh Meyer	The letter from federal election law enforcement officials comes amid Musk's growing stature as a Trump political supporter and donor.	WASHINGTON The Justice Department has warned tech billionaire Elon Musk and his pro-Trump political action committee that its $1 million daily handouts to registered voters in swing states may violat… [+2758 chars]	2024-10-23T21:21:55Z	https://www.usatoday.com/story/news/politics/elections/2024/10/23/elon-musk-election-giveaway-petition-doj/75813730007/
